House of Representatives - 2001 Election: Victoria																																												
First Preference Votes and TCP																																												
By Candidate by Polling Place																																												

Indi (85758)																																												
	ADAMS			MURDOCH			BENNETTS			CHUCK			SEYMOUR			WARDLE			CHAMBERS			# PANOPOULOS			MCINTOSH			FORMAL			INFORMAL			TOTAL										
	Pat			Barbara			Lyn			Robert			Philip John			Michael			Don			Sophie			Nelson												Two Candidate Preferred							
				ALP			HAN			DEM			CTA			GRN			NP			LP			IND												 MURDOCH ALP			# PANOPOULOS LP				
Polling Places	Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%		Vote	%			
Tatong	4	2.27		47	26.70		4	2.27		6	3.41		0	0.00		11	6.25		29	16.48		71	40.34		4	2.27		176	96.70		6	3.30		182	0.22		68	38.64		108	61.36
Tawonga	1	0.27		98	26.27		16	4.29		12	3.22		12	3.22		14	3.75		23	6.17		164	43.97		33	8.85		373	97.64		9	2.36		382	0.47		156	41.82		217	58.18
Thoona	1	0.47		39	18.14		15	6.98		11	5.12		5	2.33		11	5.12		60	27.91		63	29.30		10	4.65		215	94.71		12	5.29		227	0.28		69	32.09		146	67.91
Tungamah	2	0.72		109	39.21		8	2.88		6	2.16		0	0.00		4	1.44		51	18.35		78	28.06		20	7.19		278	91.15		27	8.85		305	0.37		132	47.48		146	52.52
Violet Town	11	1.47		194	26.01		40	5.36		28	3.75		7	0.94		63	8.45		90	12.06		284	38.07		29	3.89		746	93.37		53	6.63		799	0.97		307	41.15		439	58.85
Wahgunyah	5	0.99		143	28.43		23	4.57		18	3.58		6	1.19		11	2.19		121	24.06		143	28.43		33	6.56		503	92.63		40	7.37		543	0.66		209	41.55		294	58.45
Walwa	1	0.56		32	17.98		12	6.74		9	5.06		0	0.00		8	4.49		24	13.48		75	42.13		17	9.55		178	91.75		16	8.25		194	0.24		56	31.46		122	68.54
Wandiligong	2	1.02		72	36.55		10	5.08		11	5.58		0	0.00		16	8.12		11	5.58		65	32.99		10	5.08		197	97.52		5	2.48		202	0.25		109	55.33		88	44.67
Wangaratta	14	0.69		547	26.96		58	2.86		123	6.06		24	1.18		110	5.42		257	12.67		807	39.77		89	4.39		2029	92.90		155	7.10		2184	2.66		819	40.36		1210	59.64
Wangaratta Hospital	1	0.59		61	36.09		4	2.37		8	4.73		2	1.18		4	2.37		25	14.79		59	34.91		5	2.96		169	95.48		8	4.52		177	0.22		75	44.38		94	55.62
Wangaratta West	25	1.13		634	28.64		66	2.98		116	5.24		10	0.45		64	2.89		338	15.27		867	39.16		94	4.25		2214	92.87		170	7.13		2384	2.91		860	38.84		1354	61.16
West End	19	0.77		602	24.55		80	3.26		138	5.63		12	0.49		84	3.43		385	15.70		1061	43.27		71	2.90		2452	95.26		122	4.74		2574	3.14		859	35.03		1593	64.97
Whitfield	0	0.00		58	28.29		9	4.39		4	1.95		3	1.46		27	13.17		51	24.88		46	22.44		7	3.41		205	93.61		14	6.39		219	0.27		93	45.37		112	54.63
Whorouly	1	0.28		59	16.76		18	5.11		7	1.99		1	0.28		8	2.27		104	29.55		137	38.92		17	4.83		352	94.12		22	5.88		374	0.46		87	24.72		265	75.28
Wodonga	88	1.31		1828	27.26		313	4.67		248	3.70		105	1.57		212	3.16		473	7.05		2785	41.53		654	9.75		6706	93.86		439	6.14		7145	8.71		2680	39.96		4026	60.04
